# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-F" "GFF" "-a" "GCF_000006945.2_ASM694v2_genomic.gff" "-o" "analysis_results/counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "analysis_results/aligned/ERR12322786_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analysis_results/aligned/ERR12322786_sorted.bam
STM0520	NC_003197.2	581079	582332	+	1254	0
STM0521	NC_003197.2	582408	582662	+	255	0
STM0522	NC_003197.2	582569	583882	+	1314	0
STM0523	NC_003197.2	583949	585322	+	1374	0
STM0524	NC_003197.2	585370	586679	+	1310	0
STM0525	NC_003197.2	586691	587850	+	1160	5
STM0526	NC_003197.2	587930	588727	-	798	0
STM0527	NC_003197.2	588726	589973	-	1248	0
STM0528	NC_003197.2	589983	591043	-	1061	0
STM0529	NC_003197.2	591352	593027	+	1676	0
STM0530	NC_003197.2	593026	594296	+	1271	0
STM0531	NC_003197.2	594308	595117	+	810	0
STM0532	NC_003197.2	595110	596014	+	905	0
STM0533	NC_003197.2	596055	597134	-	1080	3253
STM0534	NC_003197.2	597119	597717	-	599	1524
STM0535	NC_003197.2	597746	598468	-	723	1938
STM0536	NC_003197.2	598471	598977	-	507	1409
STM0537	NC_003197.2	599126	600523	+	1398	4323
STM0538	NC_003197.2	600567	601395	-	829	2136
STM0539	NC_003197.2	601388	601832	-	445	837
STM0540	NC_003197.2	601818	602363	-	546	1725
STM0541	NC_003197.2	602491	602715	-	225	709
STM0542	NC_003197.2	602705	603588	-	884	2601
STM0543	NC_003197.2	604107	604675	+	569	1864
STM0544	NC_003197.2	604747	605284	+	538	1577
STM0545	NC_003197.2	605313	606020	+	708	1620
STM0546	NC_003197.2	606039	608663	+	2625	8058
STM0547	NC_003197.2	608664	609685	+	1022	2870
STM0548	NC_003197.2	609684	610213	+	530	1408
STM0549	NC_003197.2	610259	610904	-	646	1961
STM0550	NC_003197.2	611495	612223	-	729	2307
STM0551	NC_003197.2	612236	612555	-	320	1024
STM0552	NC_003197.2	612709	613311	-	603	2304
STM0553	NC_003197.2	613570	613643	+	74	81
STM0554	NC_003197.2	613596	613797	-	202	76
STM0556	NC_003197.2	614202	614427	-	226	0
STM0557	NC_003197.2	614807	616459	-	1653	0
STM0558	NC_003197.2	616440	617378	-	939	0
STM0559	NC_003197.2	617363	617725	-	363	0
STM0561	NC_003197.2	618593	618927	-	335	0
STM0562	NC_003197.2	619026	619210	+	185	375
STM0563	NC_003197.2	619261	620126	-	866	3086
STM0564	NC_003197.2	620318	621656	+	1339	3996
STM0565	NC_003197.2	621801	622049	+	249	731
STM0566	NC_003197.2	622048	622622	+	575	1613
STM0567	NC_003197.2	622701	623882	-	1182	3805
STM0568	NC_003197.2	624190	625596	+	1407	4215
STM0569	NC_003197.2	625638	626896	-	1259	3729
STM0570	NC_003197.2	627189	629166	+	1978	6181
STM0571	NC_003197.2	629328	632062	+	2735	0
STM0572	NC_003197.2	632190	633188	-	999	0
STM0573	NC_003197.2	633243	634290	-	1048	0
STM0574	NC_003197.2	634319	635181	-	863	0
STM0575	NC_003197.2	635176	635926	-	751	0
STM0576	NC_003197.2	635934	636410	-	477	0
STM0577	NC_003197.2	636382	636838	-	457	588
STM0578	NC_003197.2	637031	637695	-	665	2249
STM0579	NC_003197.2	637781	638160	-	380	868
STM0580	NC_003197.2	638149	638735	-	587	1038
STM0581	NC_003197.2	639012	639360	+	349	1141
STM0582	NC_003197.2	639366	639614	-	249	663
STM0583	NC_003197.2	639681	640799	-	1119	3300
STM0584	NC_003197.2	640811	641534	-	724	1820
STM0585	NC_003197.2	641561	643981	-	2421	6815
STM0586	NC_003197.2	643995	645219	+	1225	3352
STM0587	NC_003197.2	645242	645468	+	227	274
STM0588	NC_003197.2	645454	649349	+	3896	12032
STM0589	NC_003197.2	649586	650735	+	1150	3661
STM0590	NC_003197.2	650788	651599	-	812	2439
STM0591	NC_003197.2	651579	652584	-	1006	2613
STM0592	NC_003197.2	652568	653728	-	1161	2986
STM0593	NC_003197.2	653675	654930	+	1256	3522
STM0594	NC_003197.2	654993	656126	-	1134	3489
STM0595	NC_003197.2	656212	657433	+	1222	3691
STM0596	NC_003197.2	657432	659053	+	1622	4660
STM0597	NC_003197.2	659053	659924	+	872	2041
STM0598	NC_003197.2	659911	660679	+	769	1901
STM0599	NC_003197.2	660668	661095	+	428	1187
STM0600	NC_003197.2	661264	663382	+	2119	6723
STM0601	NC_003197.2	663439	663643	+	205	488
STM0602	NC_003197.2	663679	664781	-	1103	3453
STM0603	NC_003197.2	664876	666054	+	1179	3618
STM0604	NC_003197.2	666055	666689	-	635	1407
STM0605	NC_003197.2	666645	667897	-	1253	3523
STM0606	NC_003197.2	668046	668961	-	916	3020
STM0607	NC_003197.2	669265	670022	-	758	2706
STM0608	NC_003197.2	670350	671015	+	666	2255
STM0609	NC_003197.2	671245	672822	+	1578	5569
STM0610	NC_003197.2	673148	673714	+	567	1619
STM0611	NC_003197.2	673695	675986	+	2292	6488
STM0612	NC_003197.2	675977	676540	+	564	1110
STM0613	NC_003197.2	676533	677307	+	775	1950
STM0614	NC_003197.2	677375	677818	-	444	1502
STM0615	NC_003197.2	678015	679264	+	1250	4149
STM0616	NC_003197.2	679347	679769	-	423	1646
STM0617	NC_003197.2	679992	680798	-	807	2839
STM0618	NC_003197.2	680908	682385	-	1478	4404
STM0619	NC_003197.2	682409	683318	-	910	2315
STM0620	NC_003197.2	683277	683846	-	570	1176
STM0621	NC_003197.2	683832	685372	-	1541	4464
STM0622	NC_003197.2	685371	686290	-	920	2203
STM0623	NC_003197.2	686276	686582	-	307	407
STM0624	NC_003197.2	686569	687661	-	1093	3286
STM0625	NC_003197.2	688019	689691	+	1673	4579
STM0626	NC_003197.2	689647	690340	+	694	1593
STM0627	NC_003197.2	690394	691790	-	1397	4391
STM0628	NC_003197.2	692158	692730	+	573	2161
STM0629	NC_003197.2	692906	693127	+	222	783
STM0630	NC_003197.2	693185	693580	-	396	1102
STM0631	NC_003197.2	693642	694447	+	806	2386
STM0632	NC_003197.2	694567	694779	+	213	865
STM0633	NC_003197.2	694865	695846	-	982	3437
STM0634	NC_003197.2	696036	697002	-	967	3429
STM0635	NC_003197.2	697291	697872	-	582	2276
STM0636	NC_003197.2	698032	698306	-	275	1068
STM0637	NC_003197.2	698404	699615	-	1212	4154
STM0638	NC_003197.2	699755	700912	-	1158	3362
STM0639	NC_003197.2	700911	702037	-	1127	2830
STM0640	NC_003197.2	702026	703945	-	1920	5504
STM0641	NC_003197.2	703958	704438	-	481	1021
STM0642	NC_003197.2	704429	704758	-	330	1158
STM0643	NC_003197.2	705075	705693	-	619	2189
STM0644	NC_003197.2	705773	706874	+	1102	3401
STM0645	NC_003197.2	706849	707499	-	651	1544
STM0646	NC_003197.2	707492	708523	-	1032	2707
STM0647	NC_003197.2	708523	709121	-	599	1373
STM0648	NC_003197.2	709128	711727	-	2600	8144
STM0649	NC_003197.2	711947	712288	+	342	1088
STM0650	NC_003197.2	712300	713477	+	1178	3035
STM0651	NC_003197.2	713522	714480	+	959	2701
STM0652	NC_003197.2	714541	716476	+	1936	5849
STM0653	NC_003197.2	716558	717042	+	485	1487
STM0654	NC_003197.2	717081	718096	-	1016	0
STM0655	NC_003197.2	718188	718908	+	721	0
STM0656	NC_003197.2	718897	720338	+	1442	0
STM0657	NC_003197.2	720336	721045	+	710	0
STM0658	NC_003197.2	721026	722514	+	1489	0
STM0659	NC_003197.2	722536	724215	-	1680	0
STM0660	NC_003197.2	724291	725535	-	1245	0
STM0661	NC_003197.2	725561	726507	-	947	3133
STM0662	NC_003197.2	726613	727350	-	738	2136
STM0663	NC_003197.2	727338	728026	-	689	1430
STM0664	NC_003197.2	728012	728765	-	754	2163
STM0665	NC_003197.2	728912	729847	-	936	3115
STM0666	NC_003197.2	730175	731724	-	1550	4801
STM0667	NC_003197.2	731733	732629	-	897	2855
STM0668	NC_003197.2	732769	733259	-	491	1515
STM0669	NC_003197.2	733239	734331	-	1093	3067
STM0670	NC_003197.2	734490	735914	-	1425	4674
STM0671	NC_003197.2	736044	737233	+	1190	4307
STM0672	NC_003197.2	737300	737878	-	579	0
STM0673	NC_003197.2	738014	738085	-	72	366
STM0674	NC_003197.2	738132	738203	-	72	49
STM0675	NC_003197.2	738253	738326	-	74	8
STM0676	NC_003197.2	738345	738416	-	72	15
STM0677	NC_003197.2	738455	738526	-	72	9
STM0678	NC_003197.2	738553	738634	-	82	1
STM0679	NC_003197.2	738646	738719	-	74	255
STM0680	NC_003197.2	738942	740618	-	1677	5748
STM0681	NC_003197.2	740896	741659	-	764	2617
STM0682	NC_003197.2	741695	742921	-	1227	3525
STM0683	NC_003197.2	742920	744086	-	1167	3751
STM0684	NC_003197.2	744134	745013	-	880	2964
STM0685	NC_003197.2	745168	747213	+	2046	6864
STM0686	NC_003197.2	747412	749091	+	1680	5965
STM0687	NC_003197.2	749525	750943	+	1419	4547
STM0688	NC_003197.2	750981	751325	+	345	875
STM0689	NC_003197.2	751374	752685	-	1312	3736
STM0690	NC_003197.2	752729	753875	-	1147	3207
STM0691	NC_003197.2	753855	755263	-	1409	4018
STM0692	NC_003197.2	755356	756295	-	940	3615
STM0693	NC_003197.2	756397	757003	-	607	2027
STM0694	NC_003197.2	757131	757676	-	546	1815
STM0695	NC_003197.2	757812	758122	-	311	1265
STM0696	NC_003197.2	758239	759009	-	771	2783
STM0697	NC_003197.2	759184	759736	+	553	1862
STM0698	NC_003197.2	759749	761401	+	1653	5463
STM0699	NC_003197.2	761516	762001	-	486	1486
STM0700	NC_003197.2	762066	763399	-	1334	3879
STM0701	NC_003197.2	763382	765590	-	2209	6762
STM0702	NC_003197.2	766342	767027	-	686	2205
STM0703	NC_003197.2	767016	769717	-	2702	8213
STM0704	NC_003197.2	769697	770291	-	595	1380
STM0705	NC_003197.2	770290	772353	-	2064	6479
STM0706	NC_003197.2	772359	774130	-	1772	4920
STM0707	NC_003197.2	774038	774134	-	97	7
STM0708	NC_003197.2	774450	774670	+	221	887
STM0709	NC_003197.2	774771	776202	+	1432	4577
STM0710	NC_003197.2	776241	777733	-	1493	4402
STM0711	NC_003197.2	778039	778794	+	756	2239
STM0712	NC_003197.2	778799	779466	+	668	1683
STM0713	NC_003197.2	779449	780392	+	944	2440
STM0714	NC_003197.2	780368	781116	+	749	2254
STM0715	NC_003197.2	781440	781571	+	132	533
STM0716	NC_003197.2	781618	782197	+	580	1858
STM0717	NC_003197.2	782650	782992	+	343	1051
STM0718	NC_003197.2	782988	783734	+	747	2432
STM0719	NC_003197.2	784020	785171	+	1152	3301
STM0720	NC_003197.2	785168	786064	+	897	2167
STM0721	NC_003197.2	786070	787210	+	1141	3248
STM0722	NC_003197.2	787333	788109	+	777	2094
STM0723	NC_003197.2	788108	788823	+	716	1963
STM0724	NC_003197.2	788912	790695	+	1784	5445
STM0725	NC_003197.2	790884	791721	+	838	2707
STM0726	NC_003197.2	791779	793674	+	1896	5606
STM0727	NC_003197.2	793737	793879	+	143	299
STM0728	NC_003197.2	793916	794719	+	804	2299
STM0729	NC_003197.2	794774	795833	-	1060	3432
STM0730	NC_003197.2	795957	797303	-	1347	3793
STM0731	NC_003197.2	797200	797586	+	387	822
STM0732	NC_003197.2	797906	798384	+	479	1489
STM0733	NC_003197.2	798365	798725	+	361	495
STM0734	NC_003197.2	798708	800491	+	1784	5123
STM0735	NC_003197.2	800494	801224	+	731	2279
STM0736	NC_003197.2	801627	804549	+	2923	8357
STM0737	NC_003197.2	804553	805772	+	1220	3920
STM0738	NC_003197.2	805897	807080	+	1184	3711
STM0739	NC_003197.2	807066	807949	+	884	2941
STM0740	NC_003197.2	809352	811100	+	1749	5100
STM0741	NC_003197.2	811103	812255	+	1153	2946
STM0742	NC_003197.2	812263	812383	+	121	352
STM0743	NC_003197.2	812505	812801	+	297	1166
STM0744	NC_003197.2	813018	813434	+	417	1086
STM0745	NC_003197.2	813417	814123	+	707	1576
STM0746	NC_003197.2	814115	814555	+	441	939
STM0747	NC_003197.2	814607	815843	+	1237	3555
STM0748	NC_003197.2	815950	817259	+	1310	3667
STM0749	NC_003197.2	817280	817818	+	539	1243
STM0750	NC_003197.2	817819	818616	+	798	2600
STM0751	NC_003197.2	818778	818850	+	73	692
STM0752	NC_003197.2	818985	819057	+	73	244
STM0753	NC_003197.2	819064	819136	+	73	4
STM0754	NC_003197.2	819189	819261	+	73	356
STM0755	NC_003197.2	819399	819471	+	73	637
STM0756	NC_003197.2	820225	821279	+	1055	3088
STM0757	NC_003197.2	821292	822023	+	732	1852
STM0758	NC_003197.2	822020	822971	-	952	2681
STM0759	NC_003197.2	823069	823467	-	399	1486
STM0760	NC_003197.2	823653	824827	+	1175	3729
STM0761	NC_003197.2	824921	825473	-	553	0
STM0762	NC_003197.2	825481	826333	-	853	0
STM0763	NC_003197.2	826495	827346	+	852	0
STM0764	NC_003197.2	827347	828330	-	984	0
STM0765	NC_003197.2	828574	829821	+	1248	0
STM0766	NC_003197.2	829871	830116	+	246	386
STM0768	NC_003197.2	831914	833223	+	1310	1755
STM0769	NC_003197.2	833335	834040	+	706	0
STM0770	NC_003197.2	834420	835499	+	1080	3232
STM0771	NC_003197.2	835495	836275	+	781	2130
STM0772	NC_003197.2	836366	837131	-	766	2530
STM0773	NC_003197.2	837342	838395	-	1054	3238
STM0774	NC_003197.2	838376	839537	-	1162	3024
STM0775	NC_003197.2	839527	840585	-	1059	2852
STM0776	NC_003197.2	840584	841667	-	1084	3471
STM0777	NC_003197.2	841823	842736	-	914	3293
STM0778	NC_003197.2	842902	844389	-	1488	4584
STM0779	NC_003197.2	844445	845245	-	801	2478
STM0780	NC_003197.2	845350	845511	+	162	680
STM0781	NC_003197.2	845608	846451	+	844	2306
STM0782	NC_003197.2	846432	847140	+	709	1556
STM0783	NC_003197.2	847129	848201	+	1073	2675
STM0784	NC_003197.2	848202	849032	-	831	2509
STM0785	NC_003197.2	849173	850179	+	1007	3467
STM0786	NC_003197.2	850323	851618	-	1296	4170
STM0787	NC_003197.2	851838	853067	+	1230	3707
STM0788	NC_003197.2	853057	854005	+	949	2794
STM0789	NC_003197.2	854043	854775	+	733	2536
STM0791	NC_003197.2	856651	858178	+	1528	5631
STM0792	NC_003197.2	858263	858750	-	488	1483
STM0793	NC_003197.2	858797	860137	-	1341	3803
STM0794	NC_003197.2	860127	861213	+	1087	2700
STM0795	NC_003197.2	861199	862367	+	1169	3052
STM0796	NC_003197.2	862338	863106	+	769	1687
STM0797	NC_003197.2	863083	863785	+	703	2111
STM0798	NC_003197.2	864348	866457	+	2110	7031
STM0799	NC_003197.2	866766	866939	+	174	502
STM0800	NC_003197.2	866940	869244	+	2305	6330
STM0801	NC_003197.2	869336	870255	-	920	2829
STM0802	NC_003197.2	870632	871630	+	999	3158
STM0803	NC_003197.2	871639	872164	+	526	1145
STM0804	NC_003197.2	872156	872652	+	497	873
STM0805	NC_003197.2	872632	872890	+	259	241
STM0806	NC_003197.2	872879	873344	+	466	1129
STM0807	NC_003197.2	873380	874096	+	717	2276
STM0808	NC_003197.2	874243	874950	+	708	2054
STM0809	NC_003197.2	874968	875582	+	615	432
STM0810	NC_003197.2	875583	876150	+	568	483
STM0811	NC_003197.2	876153	877131	-	979	2091
STM0812	NC_003197.2	877115	878370	-	1256	3227
STM0813	NC_003197.2	878353	879121	-	769	2057
STM0814	NC_003197.2	879231	879654	+	424	1239
STM0815	NC_003197.2	879616	880732	-	1117	2940
STM0816	NC_003197.2	880838	881981	-	1144	3099
STM0817	NC_003197.2	881961	883707	-	1747	4606
STM0818	NC_003197.2	883690	884700	-	1011	2698
STM0819	NC_003197.2	884685	885370	-	686	2104
STM0820	NC_003197.2	885578	886953	+	1376	4290
STM0821	NC_003197.2	887150	889305	+	2156	6485
STM0822	NC_003197.2	889323	890309	+	987	2997
STM0823	NC_003197.2	890465	890737	-	273	1168
STM0825	NC_003197.2	891010	891288	-	279	1324
STM0826	NC_003197.2	891469	892407	+	939	2832
STM0827	NC_003197.2	892404	894634	-	2231	6506
STM0828	NC_003197.2	894745	895482	-	738	2033
STM0829	NC_003197.2	895464	896135	-	672	1908
STM0830	NC_003197.2	896267	897024	-	758	2591
STM0831	NC_003197.2	897490	898127	-	638	2142
STM0832	NC_003197.2	898296	899194	-	899	3198
STM0833	NC_003197.2	899528	900052	+	525	2125
STM0834	NC_003197.2	900115	901702	-	1588	5278
STM0835	NC_003197.2	902263	902747	+	485	1542
STM0836	NC_003197.2	902728	903856	+	1129	2908
STM0837	NC_003197.2	903900	904836	-	937	2827
STM0838	NC_003197.2	905027	906631	+	1605	4488
STM0839	NC_003197.2	907240	907983	+	744	0
STM0840	NC_003197.2	908012	908739	-	728	103
STM0841	NC_003197.2	908936	910210	-	1275	4079
STM0842	NC_003197.2	910450	911272	+	823	2579
STM0843	NC_003197.2	911350	913795	-	2446	7251
STM0844	NC_003197.2	913788	914697	-	910	2621
STM0845	NC_003197.2	914965	915727	-	763	2128
STM0846	NC_003197.2	915714	916962	-	1249	4110
STM0847	NC_003197.2	917139	918093	+	955	2898
STM0848	NC_003197.2	918092	919975	+	1884	5357
STM0849	NC_003197.2	919996	921546	+	1551	4154
STM0850	NC_003197.2	921595	922527	+	933	2813
STM0851	NC_003197.2	922515	923441	+	927	2782
STM0852	NC_003197.2	923532	924857	-	1326	4110
STM0853	NC_003197.2	925072	925471	+	400	1534
STM0854	NC_003197.2	926180	926699	+	520	1263
STM0855	NC_003197.2	926613	927471	+	859	1958
STM0856	NC_003197.2	927475	928429	+	955	2608
STM0857	NC_003197.2	928716	929886	+	1171	3745
STM0858	NC_003197.2	930328	932020	+	1693	4534
STM0859	NC_003197.2	932026	932916	-	891	2516
STM0860	NC_003197.2	933181	933609	-	429	1644
STM0861	NC_003197.2	933942	934633	+	692	1992
STM0862	NC_003197.2	934630	935267	-	638	1686
STM0863	NC_003197.2	935480	936702	+	1223	3618
STM0864	NC_003197.2	936747	937515	-	769	2216
STM0865	NC_003197.2	937577	938194	-	618	1949
STM0866	NC_003197.2	938490	939730	+	1241	3954
STM0867	NC_003197.2	939784	940613	-	830	2117
STM0868	NC_003197.2	940596	941820	-	1225	3719
STM0869	NC_003197.2	941963	942595	+	633	2485
STM0870	NC_003197.2	942712	944412	-	1701	5568
STM0871	NC_003197.2	944656	945045	+	390	1181
STM0872	NC_003197.2	945077	945350	-	274	859
STM0873	NC_003197.2	945500	945800	+	301	757
STM0874	NC_003197.2	945772	946506	+	735	1772
STM0875	NC_003197.2	946554	947466	+	913	2887
STM0876	NC_003197.2	947547	948039	+	493	1767
STM0877	NC_003197.2	948375	949500	+	1126	3662
STM0878	NC_003197.2	949574	950721	+	1148	3233
STM0879	NC_003197.2	950720	951684	+	965	2408
STM0880	NC_003197.2	951667	952526	+	860	2452
STM0881	NC_003197.2	952585	953073	+	489	1288
STM0882	NC_003197.2	953103	954246	+	1144	3361
STM0884	NC_003197.2	954525	955872	+	1348	3931
STM0885	NC_003197.2	955896	956222	+	327	572
STM0886	NC_003197.2	956226	957719	+	1494	4315
STM0887	NC_003197.2	957938	958683	-	746	2669
STM0888	NC_003197.2	958906	959589	-	684	2139
STM0889	NC_003197.2	959574	960305	-	732	1769
STM0890	NC_003197.2	960297	961028	-	732	1749
STM0891	NC_003197.2	961046	961774	-	729	2389
STM0892	NC_003197.2	962004	962531	-	528	1985
STM0893	NC_003197.2	962615	963952	-	1338	0
STM0894	NC_003197.2	963968	964216	-	249	0
STM0895	NC_003197.2	964576	964890	-	315	0
STM0896	NC_003197.2	965344	965740	-	397	0
STM0897	NC_003197.2	966312	966733	-	422	0
STM0898	NC_003197.2	967914	968613	-	700	0
STM0898A	NC_003197.2	968722	968976	+	255	0
STM0899	NC_003197.2	969470	969844	+	375	0
STM0900	NC_003197.2	969994	971585	+	1592	0
STM0901	NC_003197.2	971577	972550	+	974	0
STM0902	NC_003197.2	972544	973410	+	867	0
STM0903	NC_003197.2	973402	974222	+	821	0
STM0904	NC_003197.2	974377	974777	-	401	0
STM0905	NC_003197.2	975827	976225	+	399	0
STM0906	NC_003197.2	976808	977159	+	352	0
STM0907	NC_003197.2	977156	977776	+	621	886
STM0908	NC_003197.2	977762	978258	+	497	649
STM0909	NC_003197.2	979087	979584	+	498	669
STM0910	NC_003197.2	979563	981679	+	2117	1835
STM0911	NC_003197.2	981873	983414	+	1542	0
STM0912	NC_003197.2	983260	985452	+	2193	0
STM0913	NC_003197.2	985466	986140	-	675	0
STM0914	NC_003197.2	986129	986720	+	592	0
STM0915	NC_003197.2	986712	987118	+	407	0
STM0916	NC_003197.2	987122	987872	+	751	0
STM0917	NC_003197.2	988334	988656	+	323	0
STM0918	NC_003197.2	988621	991789	+	3169	0
STM0919	NC_003197.2	991782	992118	+	337	0
STM0920	NC_003197.2	992238	992763	+	526	0
STM0921	NC_003197.2	992889	993590	+	702	0
STM0922	NC_003197.2	993596	994336	+	741	0
STM0923	NC_003197.2	994228	994911	+	684	0
STM0924	NC_003197.2	994965	995495	-	531	0
STM0925	NC_003197.2	995583	999029	+	3447	0
STM0926	NC_003197.2	999067	1001445	+	2379	1644
STM0927	NC_003197.2	1001440	1002020	+	581	0
STM0928	NC_003197.2	1002091	1003333	-	1243	0
STM0929	NC_003197.2	1003903	1004278	-	376	0
STM0930	NC_003197.2	1005356	1005693	+	338	962
STM0931	NC_003197.2	1005673	1006520	+	848	2137
STM0932	NC_003197.2	1006517	1007540	-	1024	3039
STM0933	NC_003197.2	1007626	1009071	-	1446	4524
STM0934	NC_003197.2	1009070	1010083	-	1014	2885
STM0935	NC_003197.2	1010110	1011844	-	1735	5543
STM0936	NC_003197.2	1011986	1012967	-	982	2918
STM0937	NC_003197.2	1012966	1014629	-	1664	4951
STM0938	NC_003197.2	1014762	1015677	-	916	2876
STM0939	NC_003197.2	1015855	1017521	+	1667	5080
STM0940	NC_003197.2	1017518	1018486	-	969	2773
STM0941	NC_003197.2	1018604	1019732	+	1129	3268
STM0942	NC_003197.2	1019716	1021675	+	1960	5810
STM0943	NC_003197.2	1021805	1022040	-	236	1008
STM0944	NC_003197.2	1022350	1022670	+	321	1032
STM0945	NC_003197.2	1022655	1024977	+	2323	7497
STM0946	NC_003197.2	1025163	1025627	+	465	1644
STM0947	NC_003197.2	1026090	1026773	-	684	9960
STM0948	NC_003197.2	1026944	1027352	-	409	5985
STM0949	NC_003197.2	1027444	1027528	-	85	368
STM0950	NC_003197.2	1027682	1028366	-	685	2164
STM0951	NC_003197.2	1028379	1029247	-	869	2420
STM0952	NC_003197.2	1029343	1030259	+	917	2869
STM0953	NC_003197.2	1030350	1030577	-	228	325
STM0954	NC_003197.2	1030496	1030885	-	390	423
STM0955	NC_003197.2	1030880	1031600	-	721	1742
STM0956	NC_003197.2	1031629	1033365	-	1737	4666
STM0957	NC_003197.2	1033351	1035117	-	1767	5148
STM0958	NC_003197.2	1035231	1036210	-	980	3423
STM0959	NC_003197.2	1036670	1037239	+	570	2060
STM0960	NC_003197.2	1037360	1041429	+	4070	12710
STM0961	NC_003197.2	1041561	1042183	+	623	1881
STM0962	NC_003197.2	1042183	1043536	+	1354	4078
STM0963	NC_003197.2	1043785	1045087	+	1303	4560
STM0964	NC_003197.2	1045269	1047768	+	2500	8044
STM0965	NC_003197.2	1047767	1048396	+	630	1655
STM0966	NC_003197.2	1048385	1049261	+	877	2624
STM0968	NC_003197.2	1049598	1050759	+	1162	4130
STM0969	NC_003197.2	1050965	1052398	+	1434	4549
STM0970	NC_003197.2	1052691	1053515	-	825	2672
STM0971	NC_003197.2	1053607	1053936	-	330	1162
STM0972	NC_003197.2	1054059	1055023	+	965	2922
STM0973	NC_003197.2	1055099	1057510	-	2412	6948
STM0974	NC_003197.2	1057441	1058474	-	1034	2853
STM0975	NC_003197.2	1058703	1060463	-	1761	5849
STM0976	NC_003197.2	1060583	1061292	+	710	2468
STM0977	NC_003197.2	1061470	1062566	+	1097	3536
STM0978	NC_003197.2	1062637	1063920	+	1284	4109
STM0979	NC_003197.2	1064050	1064824	+	775	2495
STM0980	NC_003197.2	1064803	1065680	+	878	2653
STM0981	NC_003197.2	1065699	1067467	+	1769	5033
STM0982	NC_003197.2	1067568	1067907	+	340	1582
STM0983	NC_003197.2	1068128	1070401	+	2274	7461
STM0984	NC_003197.2	1070426	1072186	+	1761	4940
STM0985	NC_003197.2	1072166	1073160	+	995	2995
STM0986	NC_003197.2	1073192	1074436	+	1245	4034
STM0987	NC_003197.2	1074480	1074670	+	191	193
STM0988	NC_003197.2	1074651	1075413	+	763	2650
STM0989	NC_003197.2	1075608	1076517	+	910	2942
STM0990	NC_003197.2	1076497	1077288	-	792	1901
STM0991	NC_003197.2	1077308	1078212	+	905	2446
STM0992	NC_003197.2	1078194	1079527	+	1334	3440
STM0993	NC_003197.2	1079501	1080212	+	712	1670
STM0994	NC_003197.2	1080201	1084678	+	4478	14813
STM0995	NC_003197.2	1085010	1086864	+	1855	6840
STM0996	NC_003197.2	1087124	1087672	+	549	1627
STM0997	NC_003197.2	1087690	1088347	+	658	1984
STM0998	NC_003197.2	1088409	1089612	-	1204	3694
STM0999	NC_003197.2	1089784	1090975	-	1192	3985
STM1000	NC_003197.2	1091482	1092891	-	1410	5085
STM1001	NC_003197.2	1093083	1093550	-	468	1723
STM1002	NC_003197.2	1093850	1095075	+	1226	3848
STM1003	NC_003197.2	1095314	1096756	+	1443	4540
STM1004	NC_003197.2	1096834	1098221	-	1388	4480
STM1005	NC_003197.2	1098231	1099531	-	1301	3552
STM1006	NC_003197.2	1099568	1099823	-	256	589
STM1007	NC_003197.2	1099857	1100104	-	248	336
